Acreage,Region,County,Total,year,month,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,duration,oil,Complex Type,Reporting Ranger,Fire Report Method,Ownership,Latitude,Longitude
0.5,3,Sullivan,0.0,2016,3,0,0,0,0,0,0,0.0,1,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.7492,-74.89842
2.6,4,Rensselaer,0.0,2016,3,0,0,0,0,0,0,0.0,8,5.0,"Hess,Joseph C",911 Dispatch,Private Property,42.51147,-73.58624
2.0,3,Ulster,0.0,2016,3,0,0,0,0,0,0,0.0,9,5.0,"Kreft,Howard K",DEC Dispatch,Private Property,42.06272,-73.99461
3.0,3,Steuben,0.0,2016,3,0,0,0,0,0,0,0.0,3,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.81463,-75.08235
1.0,9,Cattaraugus,0.0,2016,3,0,0,0,0,0,0,0.0,1,5.0,"Rogers,Robert C",911 Dispatch,Private Property,42.41771,-78.85028
2.0,3,Orange,0.0,2016,3,0,0,0,0,0,0,2.0,8,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.48584,-74.25393000000003
1.5,3,Ulster,0.0,2016,3,0,0,0,0,0,0,0.0,8,5.0,"Stratton,Robert  E",911 Dispatch,Private Property,41.66501,-74.38538
11.6,2,Kings,0.0,2016,3,0,0,0,0,0,0,4.0,3,3.0,"Martin,Russell P",Other,Other Government,40.59114,-73.9171
6.0,7,Broome,0.0,2016,3,0,0,0,0,0,0,0.0,1,5.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,42.2261,-75.94164
28.0,7,Tioga,0.0,2016,3,0,0,0,5,0,0,3.0,9,4.0,"Oldroyd,Joan T",911 Dispatch,Private Property,42.01726,-76.51185
2.7,8,Steuben,0.0,2016,3,0,0,0,0,0,0,0.0,8,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.27145,-77.58453
1.3,4,Delaware,0.0,2016,3,0,0,0,0,0,0,0.0,5,5.0,"Seeley,Jason J",911 Dispatch,Private Property,42.16907,-75.12029
21.0,7,Broome,0.0,2016,3,0,0,0,0,0,0,0.0,1,4.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,41.99882,-75.61143
1.0,3,Orange,0.0,2016,3,0,0,0,0,0,0,0.0,9,5.0,"Parlier,Philip J",Ranger Patrol,Private Property,41.40543,-74.61949
4.0,5,Essex,0.0,2016,3,0,0,0,0,0,0,1.0,1,5.0,"Bronson,Glen A",Ranger Patrol,Private Property,44.44238,-73.61003000000002
8.3,7,Chenango,0.0,2016,3,0,0,0,0,0,0,0.0,1,4.0,"Jackson,Scott ",911 Dispatch,Private Property,42.30212,-75.43228
29.5,1,Suffolk,0.0,2016,3,0,0,0,0,0,0,2.0,2,5.0,"Nally,David X",Other,Federal Lands,40.74361,-73.10294
7.5,8,Chemung,0.0,2016,3,0,0,0,0,0,0,0.0,1,5.0,"Dormer,Patrick G",911 Dispatch,Private Property,42.03239,-76.79253
13.0,7,Tioga,0.0,2016,3,0,0,0,0,0,0,0.0,8,5.0,"Oldroyd,Joan T",911 Dispatch,Private Property,42.06094,-76.52503
12.0,8,Steuben,0.0,2016,4,0,0,0,0,0,0,0.0,3,5.0,"Carpenter,Timothy J",Ranger Patrol,State Forest/RF Area,42.21555,-77.40652
2.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,0.0,8,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.7499,-73.68327
5.3,4,Otsego,0.0,2016,4,0,0,0,0,0,0,0.0,2,5.0,"Chappell,Michael C",911 Dispatch,State Forest/RF Area,42.81525,-75.17833
2.0,3,Dutchess,0.0,2016,4,0,0,0,0,0,0,1.0,1,5.0,"Davey,Nancy H",911 Dispatch,State Forest/RF Area,41.61995,-73.63086
12.5,8,Steuben,0.0,2016,4,0,0,0,0,0,0,0.0,3,5.0,"Carpenter,Timothy J",Ranger Patrol,State Forest/RF Area,42.19446,-77.376
5.5,5,Washington,0.0,2016,4,0,0,0,0,0,0,3.0,8,5.0,"Bodnar,Michael J",911 Dispatch,Private Property,43.34903,-73.28751
4.0,3,Orange,0.0,2016,4,0,0,0,0,0,0,3.0,9,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.39462,-74.63728
2.0,3,Putnam,0.0,2016,4,0,0,0,0,0,0,2.0,1,5.0,"Davey,Nancy H",Fire Department,Private Property,41.39373,-73.79339
22.5,7,Broome,0.0,2016,4,0,0,0,0,0,0,2.0,8,4.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,42.13574000000001,-75.60893
0.1,5,Essex,0.0,2016,4,0,0,0,0,0,0,1.0,8,5.0,"LaPierre,Joseph J",Other,Private Property,44.29575,-73.96476
6.8,6,Jefferson,0.0,2016,4,0,0,0,0,0,0,2.0,1,5.0,"Candee,Martin ",911 Dispatch,Private Property,44.24206,-75.7005
11.0,9,Allegany,0.0,2016,4,0,0,0,0,0,0,1.0,4,5.0,"Liebig,Peter J",911 Dispatch,Private Property,42.25355,-78.04856
8.5,5,Saratoga,0.0,2016,4,0,0,0,0,0,0,5.0,8,5.0,"Bodnar,Michael J",911 Dispatch,OPR&HP (State Parks),43.23331,-73.74696
39.1,6,Lewis,0.0,2016,4,0,0,0,0,0,0,4.0,8,5.0,"Hubschmitt,Michael ",911 Dispatch,Private Property,43.55629,-75.3141
16.5,5,Saratoga,0.0,2016,4,0,0,0,0,0,0,3.0,8,5.0,"Ploss,John ",911 Dispatch,Private Property,43.33405,-74.07137
14.2,4,Delaware,0.0,2016,4,0,0,0,0,0,0,2.0,9,4.0,"Bink,Joseph L",Landowner,Private Property,41.92707,-75.0487
6.3,3,Orange,0.0,2016,4,0,0,0,0,0,0,0.0,9,5.0,"Virkler,Alexander R",911 Dispatch,Private Property,41.44037,-74.73826
1.0,6,Oneida,0.0,2016,4,0,1,0,1,0,2,0.0,9,4.0,"Coscomb,Robert ",911 Dispatch,Private Property,43.466,-75.18315
25.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,7.0,9,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.62568,-73.77764
8.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,9.0,8,4.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.5369,-73.82307
0.3,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,2.0,7,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.44059,-74.8241
170.0,3,Ulster,0.0,2016,4,0,0,0,0,0,0,0.0,3,4.0,"Sabo,Scott L",Landowner,Federal Lands,41.63531,-74.21477
60.0,5,Essex,0.0,2016,4,0,0,0,0,0,0,6.0,9,5.0,"Deslauriers,Jacob P",911 Dispatch,Private Property,43.85211,-73.79699000000002
1.0,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,0.0,7,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.76168,-75.0435
4.5,7,Broome,0.0,2016,4,0,0,0,0,1,0,1.0,9,5.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,42.03262,-75.72344
4.0,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,2.0,5,5.0,"Kreft,Howard K",911 Dispatch,Private Property,41.57412,-74.56891999999998
21.0,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,3.0,8,4.0,"Quinn,Logan T",911 Dispatch,Private Property,41.60708,-74.72815
1.0,5,Hamilton,0.0,2016,4,0,0,0,0,0,0,0.0,8,5.0,"Praczkajlo,Robert ",Other,Private Property,43.41751,-74.27516
1.6,4,Columbia,0.0,2016,4,0,0,0,0,0,0,0.0,8,5.0,"DiCintio,Chris A",911 Dispatch,Private Property,42.25003,-73.4657
2.6,6,Oneida,0.0,2016,4,0,0,0,0,0,0,0.0,8,5.0,"Piersma,Robert J",911 Dispatch,Private Property,43.12547,-75.18066999999998
0.1,5,Hamilton,0.0,2016,4,0,0,0,0,0,0,0.0,2,5.0,"Kallen,David A",Sheriff,Private Property,43.42957,-74.4957
2.5,3,Putnam,0.0,2016,4,0,0,0,0,0,0,5.0,9,5.0,"Davey,Nancy H",DEC Dispatch,Private Property,41.38877,-73.77073
0.5,6,Herkimer,0.0,2016,4,0,0,0,0,0,0,2.0,8,5.0,"Scanlon,John ",911 Dispatch,Private Property,43.60895,-74.93034
5.8,4,Rensselaer,0.0,2016,4,0,0,0,0,0,0,2.0,8,4.0,"Hess,Joseph C",911 Dispatch,State Forest/RF Area,42.80885,-73.46646
9.0,8,Steuben,0.0,2016,4,0,0,0,0,0,0,0.0,2,5.0,"Carpenter,Timothy J",Ranger Patrol,Wildlife Management Area,42.17869,-77.35113
4.8,2,Richmond,0.0,2016,4,0,0,0,0,0,0,2.0,3,3.0,"Martin,Russell P",Other,Other Government,40.58547,-74.07934
2.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,8.0,8,5.0,"St. Claire,Mark R",911 Dispatch,Forest Preserve,43.51757,-73.8147
8.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,6.0,8,5.0,"Dubay,Brian C",Ranger Patrol,Forest Preserve,43.55142,-73.8273
37.3,2,Kings,0.0,2016,6,0,0,0,0,0,0,2.0,3,2.0,"Martin,Russell P",Other,Federal Lands,40.59247,-73.90621
0.1,5,Franklin,0.0,2016,4,0,0,0,0,0,0,0.0,1,5.0,"Giglinto,James ",DEC Dispatch,Forest Preserve,44.29789,-74.22086
3.5,2,Richmond,0.0,2016,4,0,0,0,0,0,0,2.0,8,3.0,"Martin,Russell P",Local P.D.,Other Government,40.52546,-74.19726
0.3,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,1.0,7,5.0,"Quinn,Logan T",911 Dispatch,State Forest/RF Area,41.61757,-74.42664
29.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,8.0,9,5.0,"Donegan,Evan F",911 Dispatch,Forest Preserve,43.4032,-73.87424
2028.0,3,Ulster,17893.2,2016,4,0,3,0,0,0,0,9.0,4,2.0,"Slade,Kevin M",911 Dispatch,OPR&HP (State Parks),41.67448,-74.35117
9.0,3,Sullivan,0.0,2016,4,0,0,0,0,0,0,3.0,9,5.0,"Gierloff,Kenneth ",911 Dispatch,Private Property,41.61181,-74.46053
5.3,3,Ulster,0.0,2016,4,0,0,0,0,0,0,4.0,1,5.0,"Gierloff,Kenneth ",911 Dispatch,Private Property,42.08098,-74.35124
1.6,5,Franklin,0.0,2016,4,0,0,0,0,0,0,1.0,8,5.0,"Gliddi,Thomas ",911 Dispatch,Private Property,44.68859000000001,-74.31373
8.0,5,Washington,0.0,2016,4,0,0,0,0,0,0,4.0,1,5.0,"Deslauriers,Jacob P",Other,Forest Preserve,43.74187,-73.44492
64.5,8,Monroe,0.0,2016,4,0,0,0,0,0,0,0.0,3,5.0,"Carpenter,Timothy J",Other,Unique Area,42.9593,-77.67826
3.1,6,Lewis,0.0,2016,4,0,0,0,0,0,0,3.0,3,5.0,"Candee,Martin ",911 Dispatch,State Forest/RF Area,43.7571,-75.6527
21.6,5,Hamilton,0.0,2016,4,0,0,0,0,0,0,5.0,8,5.0,"Temple,Jenifer L",Ranger Patrol,Forest Preserve,43.41313,-74.13161
1.0,5,Warren,0.0,2016,4,0,0,0,0,0,0,0.0,6,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.50802,-73.74597
1.0,3,Putnam,0.0,2016,5,0,0,0,0,0,0,1.0,8,5.0,"Davey,Nancy H",911 Dispatch,Private Property,41.43719,-73.78198
4.0,3,Ulster,0.0,2016,5,0,0,0,0,0,0,1.0,8,5.0,"Stratton,Robert  E",911 Dispatch,Private Property,41.77304,-74.50371
3.0,3,Sullivan,0.0,2016,5,0,0,0,0,0,0,1.0,1,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.48706,-74.89068
1.0,5,Warren,0.0,2016,5,0,0,0,0,0,0,2.0,8,5.0,"Donegan,Evan F",Other,Other Government,43.49827,-73.76816
0.5,5,Warren,0.0,2016,5,0,0,0,0,0,0,2.0,8,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.52729,-73.79681
5.0,5,Warren,0.0,2016,5,0,0,0,0,0,0,7.0,8,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.74338,-73.77494
6.0,5,Washington,0.0,2016,5,0,0,0,0,0,0,0.0,8,5.0,"Kerr,Ian M",911 Dispatch,Private Property,43.18891,-73.26884
0.5,5,Warren,0.0,2016,5,0,0,0,0,0,0,0.0,1,5.0,"Schroeder,Rick A",DEC Dispatch,Private Property,43.64715,-73.80413
0.8,5,Essex,0.0,2016,5,0,0,0,0,0,0,0.0,5,5.0,"Praczkajlo,Robert ",911 Dispatch,Private Property,44.42237,-73.73861
1.0,5,Hamilton,0.0,2016,5,0,0,0,0,0,0,1.0,8,5.0,"Scott,Jason S",911 Dispatch,Forest Preserve,43.83458,-74.53709
0.1,5,Fulton,0.0,2016,5,0,0,0,0,0,0,0.0,8,5.0,"Thompson,Michael W",911 Dispatch,Forest Preserve,43.18933,-74.17374000000002
100.0,7,Onondaga,0.0,2016,5,0,0,0,0,0,0,1.0,3,3.0,"McPherson,James ",Other,Private Property,43.07524,-75.96131
0.1,5,Franklin,0.0,2016,5,0,0,0,0,0,0,0.0,1,5.0,"Edmunds,Thomas R",State Police,Forest Preserve,44.2539,-74.24708000000003
1.5,5,Warren,0.0,2016,5,0,0,0,0,0,0,1.0,8,3.0,"Donegan,Evan F",911 Dispatch,Private Property,43.76986,-73.55553
0.1,5,Franklin,0.0,2016,5,0,0,0,0,0,0,0.0,8,5.0,"Zurek,Robert ",911 Dispatch,Private Property,44.16827,-74.52464
1.0,9,Erie,0.0,2016,5,0,0,0,0,0,0,2.0,9,5.0,"Kennedy,John S",911 Dispatch,Wildlife Management Area,42.71049,-78.83762
0.1,5,Franklin,0.0,2016,5,0,0,0,0,0,0,1.0,9,5.0,"Harjung,Julie ",911 Dispatch,Other Government,44.33536,-74.1499
3.3,5,Warren,0.0,2016,5,0,0,0,0,0,0,8.0,8,5.0,"Schroeder,Rick A",911 Dispatch,Forest Preserve,43.52942,-73.61615
0.1,6,Herkimer,0.0,2016,5,0,0,0,0,0,0,3.0,9,5.0,"Evans,Luke ",Ranger Patrol,Forest Preserve,43.93267,-74.92509
0.1,5,Essex,0.0,2016,5,0,0,0,0,0,0,0.0,8,5.0,"Deslauriers,Jacob P",Other,Forest Preserve,43.86353,-73.81277
1.0,5,Warren,0.0,2016,5,0,0,0,0,0,0,5.0,8,5.0,"Perryman,Arthur C",911 Dispatch,Private Property,43.65694000000001,-73.90189000000002
21.0,5,Essex,120.0,2016,5,0,0,0,0,0,0,7.0,1,5.0,"Bode,Sarah ",911 Dispatch,Private Property,44.33678,-73.51451999999998
0.1,5,Franklin,0.0,2016,5,0,0,0,0,0,0,0.0,8,5.0,"Gliddi,Thomas ",DEC Dispatch,Forest Preserve,44.15171,-74.53358
8.0,6,St. Lawrence,0.0,2016,6,0,0,0,0,0,0,6.0,1,5.0,"Hogan,Joshua T",911 Dispatch,Conservation Easement,44.40353,-74.67535
8.0,4,Albany,0.0,2016,6,0,0,0,0,0,0,0.0,6,5.0,"Hess,Joseph C",Other,Other Not Classified,42.7023,-73.87058
8.0,6,Lewis,0.0,2016,6,0,0,0,0,0,0,1.0,6,5.0,"Hubschmitt,Michael ",DEC Dispatch,Private Property,43.92536,-75.34147
11.1,5,Washington,0.0,2016,6,0,0,0,0,0,0,15.0,8,3.0,"Goetke,Anthony G",DEC Dispatch,Forest Preserve,43.47506,-73.44469000000002
6.0,5,Hamilton,0.0,2016,6,0,0,0,0,0,0,2.0,6,5.0,"Ploss,John ",DEC Dispatch,Forest Preserve,43.30973,-74.65335999999998
0.2,5,Warren,0.0,2016,6,0,0,0,0,0,0,0.0,2,5.0,"Schroeder,Rick A",Other,State Forest/RF Area,43.63781,-73.52334
0.1,9,Cattaraugus,0.0,2016,6,0,0,0,0,0,0,0.0,9,5.0,"Pachan,David L",Other,Unique Area,42.44455,-78.90217
5.0,5,Essex,0.0,2016,6,0,0,0,0,0,0,7.0,1,5.0,"St. Claire,Mark R",DEC Dispatch,Private Property,43.99749,-73.6649
2.8,5,Clinton,0.0,2016,6,0,0,0,0,0,0,7.0,8,5.0,"Gliddi,Thomas ",911 Dispatch,Private Property,44.90346,-73.77741999999998
1.5,5,Clinton,0.0,2016,6,0,0,0,0,0,0,6.0,9,5.0,"Dominesey,Megan M",DEC Dispatch,Private Property,44.62318,-73.7579
26.0,3,Ulster,0.0,2016,6,0,0,0,0,0,0,8.0,6,3.0,"Stratton,Robert  E",911 Dispatch,OPR&HP (State Parks),41.74483,-74.27081
16.5,3,Rockland,0.0,2016,6,0,0,0,0,0,0,9.0,5,5.0,"Sabo,Scott L",Other,OPR&HP (State Parks),41.17616,-74.1204
8.2,4,Columbia,0.0,2016,6,0,0,0,0,0,0,0.0,1,5.0,"DiCintio,Chris A",911 Dispatch,Private Property,42.24014,-73.63548
0.3,5,Warren,0.0,2016,6,0,0,0,0,0,0,4.0,8,5.0,"Kabrehl,Charles J",Other,Forest Preserve,43.42653,-74.10139000000002
0.1,7,Oswego,0.0,2016,6,0,0,0,0,0,0,2.0,9,5.0,"Oldroyd,Joan T",Ranger Patrol,State Forest/RF Area,43.52198,-76.08078
2.0,5,Hamilton,0.0,2016,6,0,0,0,0,0,0,7.0,9,5.0,"Kallen,David A",Other,Forest Preserve,43.38532,-74.2553
1.0,3,Ulster,0.0,2016,7,0,0,0,0,0,0,3.0,6,5.0,"Kreft,Howard K",911 Dispatch,Private Property,41.73248,-74.40097
4.0,5,Essex,0.0,2016,7,0,0,0,0,0,0,9.0,8,4.0,"St. Claire,Mark R",911 Dispatch,Forest Preserve,43.80742,-73.72453
0.1,5,Essex,0.0,2016,7,0,0,0,0,0,0,1.0,1,5.0,"Mecus,Robbi ",DEC Dispatch,Wilderness Area,44.15095,-73.75184
0.9,6,Lewis,0.0,2016,7,0,0,0,0,0,0,2.0,8,5.0,"Evans,Luke ",911 Dispatch,Private Property,43.81068,-75.37698
0.3,5,Franklin,0.0,2016,7,0,0,0,0,0,0,0.0,7,5.0,"Edmunds,Thomas R",DEC Dispatch,Forest Preserve,44.29445,-74.21009000000002
0.1,5,Essex,0.0,2016,7,0,0,0,0,0,0,1.0,8,5.0,"Jeffery,Delbert W",Other,Forest Preserve,43.8739,-74.25503
0.5,5,Warren,0.0,2016,7,0,0,0,0,0,0,5.0,8,5.0,"Kabrehl,Charles J",911 Dispatch,Forest Preserve,43.69439000000001,-73.61883
0.1,9,Chautauqua,0.0,2016,7,0,0,0,0,0,0,2.0,8,5.0,"Kennedy,John S",Other,Private Property,42.23278,-79.58986999999998
1.3,5,Warren,0.0,2016,7,0,0,0,0,0,0,2.0,8,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.58273,-74.00052
0.1,5,Hamilton,0.0,2016,7,0,0,0,0,0,0,1.0,1,5.0,"Coscomb,Robert ",Other,Wilderness Area,43.81684,-74.72671
1.2,1,Suffolk,0.0,2016,7,0,0,0,0,0,0,5.0,9,4.0,"Gallagher,Bryan ",911 Dispatch,State Forest/RF Area,40.93763,-72.92833
16.2,9,Erie,0.0,2016,7,0,0,0,0,0,0,0.0,1,5.0,"Kennedy,John S",Supervisor,Private Property,42.85501,-78.57035
0.3,5,Washington,0.0,2016,7,0,0,0,0,0,0,3.0,9,5.0,"Laczko,Jaime ",Fire Department,Private Property,43.38758,-73.26912
0.3,5,Washington,0.0,2016,7,0,0,0,0,0,0,2.0,7,5.0,"Laczko,Jaime ",911 Dispatch,Private Property,43.29061,-73.3752
0.1,6,Herkimer,0.0,2016,7,0,0,0,0,0,0,2.0,1,5.0,"Coscomb,Robert ",Other,Forest Preserve,43.59408,-75.02175
0.1,6,Herkimer,0.0,2016,7,0,0,0,0,0,0,5.0,1,5.0,"Coscomb,Robert ",Other,Forest Preserve,43.87711,-75.04267
0.1,5,Essex,0.0,2016,7,0,0,0,0,0,0,1.0,6,,"Giglinto,James ",DEC Dispatch,Forest Preserve,44.14773,-74.054
0.1,5,Warren,0.0,2016,7,0,0,0,0,0,0,1.0,8,5.0,"Bodnar,Michael J",DEC Dispatch,Forest Preserve,43.6003,-73.58108
0.1,7,Oswego,0.0,2016,8,0,0,0,0,0,0,1.0,9,5.0,"Jackson,Scott ",Ranger Patrol,State Forest/RF Area,43.53876,-75.90205999999998
0.1,5,Franklin,0.0,2016,8,0,0,0,0,0,0,1.0,8,5.0,"Edmunds,Thomas R",DEC Dispatch,State Forest/RF Area,44.31963,-74.35644
3.5,6,Lewis,0.0,2016,8,0,0,0,0,0,0,5.0,1,5.0,"Candee,Martin ",911 Dispatch,Private Property,43.69874,-75.67669000000002
4.8,4,Albany,0.0,2016,8,0,0,0,0,0,0,2.0,8,3.0,"DiCintio,Chris A",Ranger Patrol,Other Government,42.71934,-73.87593000000003
0.1,7,Oswego,0.0,2016,8,0,0,0,0,0,0,1.0,9,5.0,"Jackson,Scott ",Other,State Forest/RF Area,43.53831,-75.90294
0.4,7,Onondaga,0.0,2016,8,0,0,0,0,0,0,1.0,1,5.0,"Jackson,Scott ",DEC Dispatch,Wildlife Management Area,43.19638,-76.3176
4.4,4,Albany,0.0,2016,8,0,0,0,0,0,0,1.0,8,3.0,"Nelson,Christine X",DEC Dispatch,Other Government,42.72063,-73.87644
0.8,5,Franklin,0.0,2016,8,0,0,0,0,0,0,0.0,1,5.0,"Gliddi,Thomas ",911 Dispatch,Private Property,44.95664,-74.46998
4.8,6,St. Lawrence,0.0,2016,8,0,0,0,0,0,0,23.0,6,5.0,"Evans,Peter H",911 Dispatch,Private Property,44.4086,-75.61709
0.9,5,Essex,0.0,2016,8,0,0,0,0,0,0,4.0,9,5.0,"Dominesey,Megan M",DEC Dispatch,Private Property,44.3561,-74.12241999999998
0.1,5,Franklin,0.0,2016,8,0,0,0,0,0,0,3.0,7,5.0,"Balerno,Jeffrey ",DEC Dispatch,Forest Preserve,44.2822,-74.26671999999998
0.1,7,Oswego,0.0,2016,7,0,0,0,0,0,0,0.0,9,5.0,"Oldroyd,Joan T",Other,State Forest/RF Area,43.53631,-75.90222
23.0,4,Albany,0.0,2016,8,0,0,0,0,0,0,1.0,7,3.0,"DiCintio,Chris A",Ranger Patrol,Other Government,42.72307,-73.87657
0.1,5,Essex,0.0,2016,9,0,0,0,0,0,0,5.0,8,5.0,"Waters,James ",Other,Forest Preserve,44.01774,-74.13389000000002
2.0,5,Essex,0.0,2016,9,0,0,0,0,0,0,6.0,9,5.0,"Martin,Jamison M",911 Dispatch,Private Property,43.91821,-73.43499
1.0,5,Essex,0.0,2016,9,0,0,0,0,0,0,2.0,9,5.0,"Deslauriers,Jacob P",Ranger Patrol,Private Property,43.87601,-73.59559
0.1,5,Hamilton,0.0,2016,9,0,0,0,0,0,0,1.0,7,5.0,"Kallen,David A",911 Dispatch,Private Property,43.31165,-74.57395
0.1,4,Greene,0.0,2016,9,0,0,0,0,0,0,1.0,9,5.0,"Nelson,Christine X",Other,Forest Preserve,42.23833,-74.09212
0.3,3,Orange,0.0,2016,9,0,0,0,0,0,0,6.0,9,5.0,"Morehouse,Peter F",DEC Dispatch,Federal Lands,41.20312,-74.32994000000002
0.1,1,Suffolk,0.0,2016,9,0,0,0,0,0,0,1.0,9,5.0,"Sullivan,Ryan P",911 Dispatch,Other Government,40.84189,-73.07122
0.1,5,Fulton,0.0,2016,9,0,0,0,0,0,0,1.0,7,5.0,"Lewis,Andrew S",DEC Dispatch,Forest Preserve,43.20697,-74.53984
0.8,5,Hamilton,0.0,2016,9,0,0,0,0,0,0,3.0,6,5.0,"Scott,Jason S",911 Dispatch,Forest Preserve,43.69054000000001,-74.65616999999997
0.1,5,Franklin,0.0,2016,9,0,0,0,0,0,0,0.0,9,5.0,"Balerno,Jeffrey ",Ranger Patrol,Forest Preserve,44.29528,-74.22335
0.5,5,Franklin,0.0,2016,9,0,0,0,0,0,0,12.0,7,5.0,"Dominesey,Megan M",911 Dispatch,State Forest/RF Area,44.03648,-74.63107
0.1,5,Franklin,0.0,2016,9,0,0,0,0,0,0,0.0,1,5.0,"Burns,Kevin ",911 Dispatch,Conservation Easement,44.43772,-74.24861999999997
2.5,3,Westchester,0.0,2016,9,0,0,0,0,0,0,2.0,9,5.0,"Davey,Nancy H",911 Dispatch,Private Property,41.32546,-73.94015
0.1,5,Franklin,0.0,2016,9,0,0,0,0,0,0,1.0,6,5.0,"Burns,Kevin ",911 Dispatch,Private Property,44.43787,-74.24898
0.1,4,Greene,0.0,2016,9,0,0,0,0,0,0,1.0,8,5.0,"Dawson,Robert B",911 Dispatch,Forest Preserve,42.13939,-74.13348
0.1,7,Onondaga,0.0,2016,10,0,0,0,0,0,0,0.0,9,5.0,"Jackson,Scott ",DEC Dispatch,Wildlife Management Area,43.20358,-76.32985
0.1,5,Hamilton,0.0,2016,10,0,0,0,0,0,0,0.0,7,5.0,"Kallen,David A",Other,Wilderness Area,43.2528,-74.31565
0.1,6,Oneida,0.0,2016,10,0,0,0,0,0,0,2.0,8,5.0,"Cornell,David ",Other,Private Property,43.39763,-75.13632
0.5,6,St. Lawrence,0.0,2016,10,0,0,0,0,0,0,4.0,1,5.0,"Black,Corenne L",Other,Forest Preserve,44.1645,-74.58572
0.1,5,Hamilton,0.0,2016,10,0,0,0,0,0,0,1.0,8,5.0,"Scott,Jason S",911 Dispatch,Forest Preserve,43.52221,-74.27971
0.3,5,Essex,0.0,2016,10,0,0,0,0,0,0,7.0,9,5.0,"Kabrehl,Charles J",DEC Dispatch,Forest Preserve,43.81535,-73.63069
2.0,5,Essex,0.0,2016,10,0,0,0,0,0,0,14.0,9,5.0,"St. Claire,Mark R",911 Dispatch,Private Property,44.01533,-73.62183
1.0,5,Hamilton,0.0,2016,10,0,0,0,0,0,0,0.0,1,5.0,"Lomnitzer,Bruce D",Other,Forest Preserve,43.73219,-74.47012
0.1,5,Franklin,0.0,2016,10,0,0,0,0,0,0,1.0,9,5.0,"Burns,Kevin ",DEC Dispatch,Wilderness Area,44.24411,-74.26878
2.2,3,Sullivan,0.0,2016,10,0,0,0,0,0,0,1.0,2,5.0,"Virkler,Alexander R",911 Dispatch,Other Government,41.56279,-74.42956
3.0,5,Essex,0.0,2016,10,0,0,0,0,0,0,13.0,7,5.0,"Praczkajlo,Robert ",Fire Department,Private Property,44.22197,-74.00159000000002
0.1,5,Essex,0.0,2016,10,0,0,0,0,0,0,3.0,1,5.0,"Kostoss,Christopher ",Other,Wilderness Area,44.32905,-73.89872
0.1,5,Essex,0.0,2016,10,0,0,0,0,0,0,9.0,1,5.0,"Edmunds,Thomas R",DEC Dispatch,Forest Preserve,44.15834,-73.81560999999998
3.0,5,Washington,1225.0,2016,10,0,0,0,0,0,0,6.0,2,5.0,"Goetke,Anthony G",911 Dispatch,Private Property,43.32963,-73.51042
0.3,3,Sullivan,0.0,2016,10,0,0,0,0,0,0,0.0,6,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.53499,-74.45664000000002
1.0,3,Orange,0.0,2016,10,0,0,0,0,0,0,4.0,8,5.0,"Bills,Aimee T",911 Dispatch,Private Property,41.35576,-73.96503
0.8,5,Saratoga,0.0,2016,10,0,0,0,0,0,0,2.0,9,5.0,"Goetke,Anthony G",DEC Dispatch,Private Property,43.31557,-73.94292
1.0,3,Orange,0.0,2016,10,0,0,0,0,0,0,2.0,8,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.55243,-74.26825
4.0,1,Suffolk,0.0,2016,10,0,0,0,0,0,0,0.0,1,5.0,"Franceschina,John A",Ranger Patrol,State Forest/RF Area,40.93619,-72.79385
0.1,5,Warren,0.0,2016,11,0,0,0,0,0,0,1.0,8,5.0,"Donegan,Evan F",DEC Dispatch,Forest Preserve,43.70151,-73.54193000000002
